"qa_id","note_id","qa_score","error_count","compliance_flag","inserted_at"
"QA034396","N037901","83.89",2,"Yes","2026-01-08 03:11:25.735226"
"QA034401","N006090","73.63",2,"Yes","2026-01-08 03:11:25.735226"
"QA034402","N046076","86.05",2,"Yes","2026-01-08 03:11:25.735226"
"QA034403","N039062","64.04",2,"Yes","2026-01-08 03:11:25.735226"
"QA034404","N020169","71.56",2,"Yes","2026-01-08 03:11:25.735226"
"QA034405","N040343","74.40",1,"Yes","2026-01-08 03:11:25.735226"
"QA034408","N033691","75.73",1,"Yes","2026-01-08 03:11:25.735226"
"QA034410","N014178","78.54",3,"No","2026-01-08 03:11:25.735226"
"QA034411","N039593","90.94",1,"Yes","2026-01-08 03:11:25.735226"
"QA034412","N034599","76.07",2,"Yes","2026-01-08 03:11:25.735226"
"QA034414","N045540","73.63",0,"Yes","2026-01-08 03:11:25.735226"
"QA034415","N011404","100.00",0,"Yes","2026-01-08 03:11:25.735226"
"QA034417","N028447","86.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA034420","N016442","83.33",3,"No","2026-01-08 03:11:25.735226"
"QA034422","N034617","80.20",1,"Yes","2026-01-08 03:11:25.735226"
"QA034424","N030517","94.62",0,"Yes","2026-01-08 03:11:25.735226"
"QA034426","N043032","94.49",1,"Yes","2026-01-08 03:11:25.735226"
"QA034429","N019734","83.19",1,"Yes","2026-01-08 03:11:25.735226"
"QA034433","N007005","88.11",3,"Yes","2026-01-08 03:11:25.735226"
"QA034434","N031383","69.70",0,"No","2026-01-08 03:11:25.735226"
"QA034436","N023487","77.63",2,"No","2026-01-08 03:11:25.735226"
"QA034437","N047007","77.88",1,"Yes","2026-01-08 03:11:25.735226"
"QA034440","N030207","75.81",3,"Yes","2026-01-08 03:11:25.735226"
"QA034441","N038926","88.44",2,"No","2026-01-08 03:11:25.735226"
"QA034442","N009792","84.79",3,"Yes","2026-01-08 03:11:25.735226"
"QA034443","N007595","76.35",8,"Yes","2026-01-08 03:11:25.735226"
"QA034445","N038612","82.74",1,"No","2026-01-08 03:11:25.735226"
"QA034447","N009646","96.86",0,"Yes","2026-01-08 03:11:25.735226"
"QA034448","N019736","88.10",1,"Yes","2026-01-08 03:11:25.735226"
"QA034450","N029398","75.77",2,"Yes","2026-01-08 03:11:25.735226"
"QA034451","N032662","96.93",2,"Yes","2026-01-08 03:11:25.735226"
"QA034452","N006603","67.96",4,"Yes","2026-01-08 03:11:25.735226"
"QA034453","N041287","65.91",0,"Yes","2026-01-08 03:11:25.735226"
"QA034455","N033759","78.16",2,"Yes","2026-01-08 03:11:25.735226"
"QA034457","N037724","72.44",2,"Yes","2026-01-08 03:11:25.735226"
"QA034458","N007542","70.10",3,"Yes","2026-01-08 03:11:25.735226"
"QA034459","N029975","97.76",3,"Yes","2026-01-08 03:11:25.735226"
"QA034461","N016623","83.55",4,"Yes","2026-01-08 03:11:25.735226"
"QA034462","N048498","78.41",3,"Yes","2026-01-08 03:11:25.735226"
"QA034472","N037210","98.84",2,"Yes","2026-01-08 03:11:25.735226"
"QA034476","N043742","74.56",1,"Yes","2026-01-08 03:11:25.735226"
"QA034480","N023604","73.54",1,"Yes","2026-01-08 03:11:25.735226"
"QA034481","N005980","74.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA034485","N010432","76.74",0,"Yes","2026-01-08 03:11:25.735226"
"QA034486","N004526","76.43",1,"No","2026-01-08 03:11:25.735226"
"QA034487","N036483","91.11",4,"Yes","2026-01-08 03:11:25.735226"
"QA034489","N027650","89.17",4,"Yes","2026-01-08 03:11:25.735226"
"QA034495","N007325","89.46",3,"Yes","2026-01-08 03:11:25.735226"
"QA034497","N032091","88.49",4,"Yes","2026-01-08 03:11:25.735226"
"QA034499","N035569","67.37",0,"No","2026-01-08 03:11:25.735226"
"QA034500","N032564","81.82",5,"Yes","2026-01-08 03:11:25.735226"
"QA034501","N018057","78.18",0,"Yes","2026-01-08 03:11:25.735226"
"QA034504","N010198","98.30",2,"Yes","2026-01-08 03:11:25.735226"
"QA034507","N028489","66.97",4,"Yes","2026-01-08 03:11:25.735226"
"QA034510","N039222","76.18",1,"Yes","2026-01-08 03:11:25.735226"
"QA034512","N016919","94.49",2,"Yes","2026-01-08 03:11:25.735226"
"QA034515","N010181","74.03",4,"Yes","2026-01-08 03:11:25.735226"
"QA034517","N017035","67.81",1,"Yes","2026-01-08 03:11:25.735226"
"QA034518","N024678","63.66",1,"Yes","2026-01-08 03:11:25.735226"
"QA034519","N026697","85.68",2,"Yes","2026-01-08 03:11:25.735226"
"QA034522","N037488","80.99",1,"Yes","2026-01-08 03:11:25.735226"
"QA034525","N038255","85.81",3,"Yes","2026-01-08 03:11:25.735226"
"QA034527","N019732","88.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA034528","N006133","86.93",3,"Yes","2026-01-08 03:11:25.735226"
"QA034531","N035728","68.83",1,"Yes","2026-01-08 03:11:25.735226"
"QA034532","N014221","77.83",4,"Yes","2026-01-08 03:11:25.735226"
"QA034533","N023130","84.79",1,"No","2026-01-08 03:11:25.735226"
"QA034535","N044858","88.12",1,"Yes","2026-01-08 03:11:25.735226"
"QA034539","N033279","84.69",1,"Yes","2026-01-08 03:11:25.735226"
"QA034540","N033733","75.01",1,"Yes","2026-01-08 03:11:25.735226"
"QA034543","N026921","97.64",0,"Yes","2026-01-08 03:11:25.735226"
"QA034544","N010916","84.02",2,"Yes","2026-01-08 03:11:25.735226"
"QA034547","N041995","70.79",1,"Yes","2026-01-08 03:11:25.735226"
"QA034548","N037813","87.13",4,"Yes","2026-01-08 03:11:25.735226"
"QA034550","N039444","87.07",1,"Yes","2026-01-08 03:11:25.735226"
"QA034551","N028190","84.53",5,"No","2026-01-08 03:11:25.735226"
"QA034552","N010930","82.54",3,"Yes","2026-01-08 03:11:25.735226"
"QA034553","N003248","95.36",2,"Yes","2026-01-08 03:11:25.735226"
"QA034554","N032381","81.86",2,"Yes","2026-01-08 03:11:25.735226"
"QA034555","N003841","95.04",4,"Yes","2026-01-08 03:11:25.735226"
"QA034556","N014443","68.37",1,"No","2026-01-08 03:11:25.735226"
"QA034559","N040102","68.68",2,"Yes","2026-01-08 03:11:25.735226"
"QA034560","N046987","84.68",4,"Yes","2026-01-08 03:11:25.735226"
"QA034562","N037840","96.38",1,"Yes","2026-01-08 03:11:25.735226"
"QA034564","N039870","83.74",1,"No","2026-01-08 03:11:25.735226"
"QA034566","N018537","97.47",1,"No","2026-01-08 03:11:25.735226"
"QA034567","N046335","93.83",5,"Yes","2026-01-08 03:11:25.735226"
"QA034568","N044734","87.30",2,"Yes","2026-01-08 03:11:25.735226"
"QA034570","N023132","78.51",0,"Yes","2026-01-08 03:11:25.735226"
"QA034572","N042035","79.42",0,"No","2026-01-08 03:11:25.735226"
"QA034574","N007531","82.14",2,"Yes","2026-01-08 03:11:25.735226"
"QA034576","N017822","75.23",3,"No","2026-01-08 03:11:25.735226"
"QA034579","N012975","79.55",4,"Yes","2026-01-08 03:11:25.735226"
"QA034582","N042889","78.71",1,"Yes","2026-01-08 03:11:25.735226"
"QA034587","N009562","72.46",0,"Yes","2026-01-08 03:11:25.735226"
"QA034588","N044130","87.80",1,"Yes","2026-01-08 03:11:25.735226"
"QA034590","N015795","91.23",5,"Yes","2026-01-08 03:11:25.735226"
"QA034593","N022046","80.38",4,"Yes","2026-01-08 03:11:25.735226"
"QA034594","N044798","77.19",2,"Yes","2026-01-08 03:11:25.735226"
"QA034596","N000587","87.53",3,"Yes","2026-01-08 03:11:25.735226"
"QA034600","N025960","76.44",2,"No","2026-01-08 03:11:25.735226"
"QA034601","N015373","76.18",2,"Yes","2026-01-08 03:11:25.735226"
"QA034602","N013906","82.86",0,"Yes","2026-01-08 03:11:25.735226"
"QA034604","N024808","83.12",2,"Yes","2026-01-08 03:11:25.735226"
"QA034605","N049436","66.83",3,"Yes","2026-01-08 03:11:25.735226"
"QA034606","N004368","88.69",1,"Yes","2026-01-08 03:11:25.735226"
"QA034607","N037137","92.62",4,"Yes","2026-01-08 03:11:25.735226"
"QA034609","N039842","72.97",4,"No","2026-01-08 03:11:25.735226"
"QA034610","N001400","90.33",0,"Yes","2026-01-08 03:11:25.735226"
"QA034612","N009340","89.55",2,"Yes","2026-01-08 03:11:25.735226"
"QA034614","N033801","100.00",4,"Yes","2026-01-08 03:11:25.735226"
"QA034616","N004264","87.16",2,"Yes","2026-01-08 03:11:25.735226"
"QA034619","N036446","79.51",4,"Yes","2026-01-08 03:11:25.735226"
"QA034622","N029719","77.90",3,"No","2026-01-08 03:11:25.735226"
"QA034623","N034863","68.50",3,"Yes","2026-01-08 03:11:25.735226"
"QA034624","N030525","85.50",0,"Yes","2026-01-08 03:11:25.735226"
"QA034625","N042754","69.97",2,"Yes","2026-01-08 03:11:25.735226"
"QA034627","N036078","91.78",1,"Yes","2026-01-08 03:11:25.735226"
"QA034628","N032063","100.00",6,"Yes","2026-01-08 03:11:25.735226"
"QA034631","N013522","91.12",3,"Yes","2026-01-08 03:11:25.735226"
"QA034632","N047692","86.07",1,"Yes","2026-01-08 03:11:25.735226"
"QA034634","N019702","72.83",5,"Yes","2026-01-08 03:11:25.735226"
"QA034635","N002587","71.08",3,"Yes","2026-01-08 03:11:25.735226"
"QA034636","N022488","86.66",1,"Yes","2026-01-08 03:11:25.735226"
"QA034637","N023099","77.63",1,"Yes","2026-01-08 03:11:25.735226"
"QA034638","N001570","87.78",1,"Yes","2026-01-08 03:11:25.735226"
"QA034639","N024533","84.04",0,"No","2026-01-08 03:11:25.735226"
"QA034640","N005592","69.40",2,"Yes","2026-01-08 03:11:25.735226"
"QA034641","N017875","92.94",5,"No","2026-01-08 03:11:25.735226"
"QA034644","N018553","57.41",5,"Yes","2026-01-08 03:11:25.735226"
"QA034645","N014689","72.99",3,"Yes","2026-01-08 03:11:25.735226"
"QA034646","N029393","61.08",0,"Yes","2026-01-08 03:11:25.735226"
"QA034647","N032531","79.27",2,"Yes","2026-01-08 03:11:25.735226"
"QA034650","N027195","99.76",1,"Yes","2026-01-08 03:11:25.735226"
"QA034655","N008364","86.30",1,"No","2026-01-08 03:11:25.735226"
"QA034656","N019438","97.71",6,"Yes","2026-01-08 03:11:25.735226"
"QA034657","N021538","92.43",3,"Yes","2026-01-08 03:11:25.735226"
"QA034659","N009452","86.69",1,"Yes","2026-01-08 03:11:25.735226"
"QA034663","N018864","84.74",0,"Yes","2026-01-08 03:11:25.735226"
"QA034668","N024603","97.90",3,"Yes","2026-01-08 03:11:25.735226"
"QA034669","N042166","79.94",0,"Yes","2026-01-08 03:11:25.735226"
"QA034671","N023990","72.90",2,"Yes","2026-01-08 03:11:25.735226"
"QA034672","N022889","93.58",1,"Yes","2026-01-08 03:11:25.735226"
"QA034673","N002265","83.04",2,"No","2026-01-08 03:11:25.735226"
"QA034674","N005445","80.71",2,"No","2026-01-08 03:11:25.735226"
"QA034676","N004916","89.06",1,"Yes","2026-01-08 03:11:25.735226"
"QA034677","N013916","85.51",1,"Yes","2026-01-08 03:11:25.735226"
"QA034678","N027356","75.98",0,"Yes","2026-01-08 03:11:25.735226"
"QA034679","N038496","77.75",1,"Yes","2026-01-08 03:11:25.735226"
"QA034680","N024540","76.61",3,"Yes","2026-01-08 03:11:25.735226"
"QA034682","N037230","71.17",2,"No","2026-01-08 03:11:25.735226"
"QA034683","N023076","71.17",2,"Yes","2026-01-08 03:11:25.735226"
"QA034684","N014586","66.82",6,"Yes","2026-01-08 03:11:25.735226"
"QA034687","N028205","74.11",3,"Yes","2026-01-08 03:11:25.735226"
"QA034690","N040842","76.35",1,"Yes","2026-01-08 03:11:25.735226"
"QA034691","N043916","76.74",3,"Yes","2026-01-08 03:11:25.735226"
"QA034693","N005390","80.66",3,"Yes","2026-01-08 03:11:25.735226"
"QA034696","N016878","72.53",3,"Yes","2026-01-08 03:11:25.735226"
"QA034699","N018683","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA034701","N025749","83.01",2,"Yes","2026-01-08 03:11:25.735226"
"QA034702","N049568","80.20",2,"Yes","2026-01-08 03:11:25.735226"
"QA034703","N027796","90.21",1,"Yes","2026-01-08 03:11:25.735226"
"QA034704","N011270","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA034706","N042373","96.10",2,"Yes","2026-01-08 03:11:25.735226"
"QA034707","N024354","89.55",5,"Yes","2026-01-08 03:11:25.735226"
"QA034708","N042523","83.50",2,"Yes","2026-01-08 03:11:25.735226"
"QA034709","N034642","75.85",4,"Yes","2026-01-08 03:11:25.735226"
"QA034710","N041455","92.03",3,"Yes","2026-01-08 03:11:25.735226"
"QA034712","N041378","76.31",3,"Yes","2026-01-08 03:11:25.735226"
"QA034713","N017001","71.86",2,"Yes","2026-01-08 03:11:25.735226"
"QA034714","N015384","93.32",1,"No","2026-01-08 03:11:25.735226"
"QA034716","N041496","80.40",4,"Yes","2026-01-08 03:11:25.735226"
"QA034717","N021598","86.23",0,"Yes","2026-01-08 03:11:25.735226"
"QA034718","N013292","87.44",0,"Yes","2026-01-08 03:11:25.735226"
"QA034720","N031501","98.24",2,"Yes","2026-01-08 03:11:25.735226"
"QA034721","N033286","73.36",0,"Yes","2026-01-08 03:11:25.735226"
"QA034722","N034084","72.98",1,"No","2026-01-08 03:11:25.735226"
"QA034724","N023513","71.90",2,"Yes","2026-01-08 03:11:25.735226"
"QA034729","N048632","64.11",2,"Yes","2026-01-08 03:11:25.735226"
"QA034730","N020322","55.53",1,"Yes","2026-01-08 03:11:25.735226"
"QA034732","N008325","85.06",1,"Yes","2026-01-08 03:11:25.735226"
"QA034734","N029724","82.43",2,"Yes","2026-01-08 03:11:25.735226"
"QA034738","N009208","80.25",2,"Yes","2026-01-08 03:11:25.735226"
"QA034740","N040890","65.01",3,"No","2026-01-08 03:11:25.735226"
"QA034741","N041121","86.44",1,"Yes","2026-01-08 03:11:25.735226"
"QA034742","N006769","76.00",1,"Yes","2026-01-08 03:11:25.735226"
"QA034744","N032046","73.69",0,"Yes","2026-01-08 03:11:25.735226"
"QA034746","N028941","89.29",1,"Yes","2026-01-08 03:11:25.735226"
"QA034748","N041821","83.91",1,"Yes","2026-01-08 03:11:25.735226"
"QA034750","N041555","94.27",0,"No","2026-01-08 03:11:25.735226"
"QA034751","N043769","92.14",2,"No","2026-01-08 03:11:25.735226"
"QA034755","N011109","77.15",2,"Yes","2026-01-08 03:11:25.735226"
"QA034756","N028814","83.73",2,"Yes","2026-01-08 03:11:25.735226"
"QA034757","N007364","87.58",2,"Yes","2026-01-08 03:11:25.735226"
"QA034758","N008182","96.21",3,"Yes","2026-01-08 03:11:25.735226"
"QA034760","N018871","88.23",3,"Yes","2026-01-08 03:11:25.735226"
"QA034761","N015299","80.95",0,"Yes","2026-01-08 03:11:25.735226"
"QA034762","N038170","98.57",4,"Yes","2026-01-08 03:11:25.735226"
"QA034764","N026371","84.91",4,"Yes","2026-01-08 03:11:25.735226"
"QA034765","N039597","76.39",3,"Yes","2026-01-08 03:11:25.735226"
"QA034767","N037345","88.94",1,"Yes","2026-01-08 03:11:25.735226"
"QA034768","N006152","90.11",0,"Yes","2026-01-08 03:11:25.735226"
"QA034769","N020426","82.83",1,"Yes","2026-01-08 03:11:25.735226"
"QA034770","N032312","87.64",6,"Yes","2026-01-08 03:11:25.735226"
"QA034773","N011192","62.82",2,"Yes","2026-01-08 03:11:25.735226"
"QA034777","N036828","69.52",2,"Yes","2026-01-08 03:11:25.735226"
"QA034778","N035809","99.85",2,"Yes","2026-01-08 03:11:25.735226"
"QA034780","N004493","69.18",0,"Yes","2026-01-08 03:11:25.735226"
"QA034783","N008733","74.49",2,"Yes","2026-01-08 03:11:25.735226"
"QA034784","N012438","64.92",1,"Yes","2026-01-08 03:11:25.735226"
"QA034786","N021381","72.77",0,"Yes","2026-01-08 03:11:25.735226"
"QA034787","N040104","72.33",3,"Yes","2026-01-08 03:11:25.735226"
"QA034789","N008592","89.67",2,"Yes","2026-01-08 03:11:25.735226"
"QA034794","N008524","100.00",2,"No","2026-01-08 03:11:25.735226"
"QA034795","N037128","74.01",3,"Yes","2026-01-08 03:11:25.735226"
"QA034796","N012041","88.46",4,"Yes","2026-01-08 03:11:25.735226"
"QA034797","N011236","95.63",3,"Yes","2026-01-08 03:11:25.735226"
"QA034800","N022262","83.53",3,"Yes","2026-01-08 03:11:25.735226"
"QA034801","N008207","79.70",2,"Yes","2026-01-08 03:11:25.735226"
"QA034805","N007825","88.14",2,"No","2026-01-08 03:11:25.735226"
"QA034806","N019547","92.00",4,"Yes","2026-01-08 03:11:25.735226"
"QA034808","N003629","75.22",2,"Yes","2026-01-08 03:11:25.735226"
"QA034810","N034806","95.28",2,"Yes","2026-01-08 03:11:25.735226"
"QA034812","N026899","77.49",0,"No","2026-01-08 03:11:25.735226"
"QA034816","N020638","95.60",1,"Yes","2026-01-08 03:11:25.735226"
"QA034817","N029087","72.51",2,"Yes","2026-01-08 03:11:25.735226"
"QA034818","N021675","77.68",1,"Yes","2026-01-08 03:11:25.735226"
"QA034819","N010932","81.95",1,"Yes","2026-01-08 03:11:25.735226"
"QA034821","N039524","87.67",3,"Yes","2026-01-08 03:11:25.735226"
"QA034822","N013222","72.67",4,"Yes","2026-01-08 03:11:25.735226"
"QA034823","N002811","92.73",1,"Yes","2026-01-08 03:11:25.735226"
"QA034827","N042815","69.77",3,"Yes","2026-01-08 03:11:25.735226"
"QA034829","N016760","84.51",3,"Yes","2026-01-08 03:11:25.735226"
"QA034830","N028849","89.01",2,"Yes","2026-01-08 03:11:25.735226"
"QA034832","N019601","75.87",4,"Yes","2026-01-08 03:11:25.735226"
"QA034834","N019036","70.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA034835","N003411","84.30",4,"Yes","2026-01-08 03:11:25.735226"
"QA034840","N048232","94.38",3,"Yes","2026-01-08 03:11:25.735226"
"QA034843","N004000","83.88",3,"Yes","2026-01-08 03:11:25.735226"
"QA034846","N018808","60.75",2,"Yes","2026-01-08 03:11:25.735226"
"QA034847","N012510","74.41",3,"Yes","2026-01-08 03:11:25.735226"
"QA034850","N023717","84.98",3,"Yes","2026-01-08 03:11:25.735226"
"QA034852","N035743","77.56",1,"Yes","2026-01-08 03:11:25.735226"
"QA034854","N042707","100.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA034856","N033575","73.36",0,"No","2026-01-08 03:11:25.735226"
"QA034862","N005208","65.92",0,"Yes","2026-01-08 03:11:25.735226"
"QA034863","N029901","86.60",2,"Yes","2026-01-08 03:11:25.735226"
"QA034864","N005910","91.05",2,"No","2026-01-08 03:11:25.735226"
"QA034865","N047503","80.90",3,"Yes","2026-01-08 03:11:25.735226"
"QA034867","N005518","91.02",2,"Yes","2026-01-08 03:11:25.735226"
"QA034868","N006198","63.56",2,"Yes","2026-01-08 03:11:25.735226"
"QA034869","N026603","63.33",1,"Yes","2026-01-08 03:11:25.735226"
"QA034870","N035784","80.48",0,"Yes","2026-01-08 03:11:25.735226"
"QA034873","N009471","79.56",3,"No","2026-01-08 03:11:25.735226"
"QA034875","N010100","67.86",2,"Yes","2026-01-08 03:11:25.735226"
"QA034877","N043841","75.76",2,"Yes","2026-01-08 03:11:25.735226"
"QA034879","N012294","79.29",5,"Yes","2026-01-08 03:11:25.735226"
"QA034880","N020528","84.20",3,"Yes","2026-01-08 03:11:25.735226"
"QA034881","N039071","76.77",2,"Yes","2026-01-08 03:11:25.735226"
"QA034882","N003254","85.20",2,"Yes","2026-01-08 03:11:25.735226"
"QA034884","N008927","77.35",0,"Yes","2026-01-08 03:11:25.735226"
"QA034886","N044167","96.07",3,"No","2026-01-08 03:11:25.735226"
"QA034889","N034078","75.17",2,"Yes","2026-01-08 03:11:25.735226"
"QA034890","N016101","93.58",1,"Yes","2026-01-08 03:11:25.735226"
"QA034892","N006804","81.95",2,"Yes","2026-01-08 03:11:25.735226"
"QA034893","N040749","68.72",0,"Yes","2026-01-08 03:11:25.735226"
"QA034897","N039165","85.04",4,"Yes","2026-01-08 03:11:25.735226"
"QA034898","N011561","99.87",1,"No","2026-01-08 03:11:25.735226"
"QA034900","N022206","92.07",3,"Yes","2026-01-08 03:11:25.735226"
"QA034901","N042850","69.62",0,"Yes","2026-01-08 03:11:25.735226"
"QA034903","N021073","84.40",5,"No","2026-01-08 03:11:25.735226"
"QA034905","N012335","73.28",1,"Yes","2026-01-08 03:11:25.735226"
"QA034906","N002832","67.94",3,"Yes","2026-01-08 03:11:25.735226"
"QA034908","N004325","71.02",1,"Yes","2026-01-08 03:11:25.735226"
"QA034909","N027205","91.29",1,"Yes","2026-01-08 03:11:25.735226"
"QA034910","N002395","81.65",2,"Yes","2026-01-08 03:11:25.735226"
"QA034913","N038192","64.03",4,"Yes","2026-01-08 03:11:25.735226"
"QA034915","N045250","89.64",2,"Yes","2026-01-08 03:11:25.735226"
"QA034916","N022969","75.94",1,"Yes","2026-01-08 03:11:25.735226"
"QA034917","N001141","88.92",3,"No","2026-01-08 03:11:25.735226"
"QA034918","N002689","76.22",0,"Yes","2026-01-08 03:11:25.735226"
"QA034920","N007334","77.35",0,"Yes","2026-01-08 03:11:25.735226"
"QA034922","N017407","87.45",5,"Yes","2026-01-08 03:11:25.735226"
"QA034923","N008326","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA034924","N043077","67.71",1,"Yes","2026-01-08 03:11:25.735226"
"QA034925","N014766","73.75",4,"Yes","2026-01-08 03:11:25.735226"
"QA034926","N040364","86.94",1,"Yes","2026-01-08 03:11:25.735226"
"QA034927","N010617","83.94",5,"Yes","2026-01-08 03:11:25.735226"
"QA034929","N013370","68.92",0,"Yes","2026-01-08 03:11:25.735226"
"QA034930","N029367","88.26",2,"No","2026-01-08 03:11:25.735226"
"QA034931","N010386","97.51",0,"No","2026-01-08 03:11:25.735226"
"QA034932","N012784","64.10",3,"Yes","2026-01-08 03:11:25.735226"
"QA034934","N034547","74.96",3,"Yes","2026-01-08 03:11:25.735226"
"QA034935","N040697","96.43",2,"Yes","2026-01-08 03:11:25.735226"
"QA034936","N028665","97.44",6,"Yes","2026-01-08 03:11:25.735226"
"QA034938","N010108","76.95",0,"No","2026-01-08 03:11:25.735226"
"QA034939","N031573","70.02",3,"Yes","2026-01-08 03:11:25.735226"
"QA034941","N021391","78.15",5,"Yes","2026-01-08 03:11:25.735226"
"QA034943","N035340","90.90",3,"No","2026-01-08 03:11:25.735226"
"QA034947","N016578","85.63",1,"Yes","2026-01-08 03:11:25.735226"
"QA034950","N000868","89.07",3,"No","2026-01-08 03:11:25.735226"
"QA034951","N018448","69.90",2,"Yes","2026-01-08 03:11:25.735226"
"QA034952","N043437","77.30",3,"Yes","2026-01-08 03:11:25.735226"
"QA034956","N007272","80.02",0,"Yes","2026-01-08 03:11:25.735226"
"QA034960","N042234","82.59",1,"Yes","2026-01-08 03:11:25.735226"
"QA034962","N023552","83.28",5,"No","2026-01-08 03:11:25.735226"
"QA034963","N047824","76.32",1,"No","2026-01-08 03:11:25.735226"
"QA034966","N033320","91.84",1,"Yes","2026-01-08 03:11:25.735226"
"QA034969","N031099","74.70",2,"Yes","2026-01-08 03:11:25.735226"
"QA034972","N004271","96.48",3,"Yes","2026-01-08 03:11:25.735226"
"QA034974","N023042","88.12",4,"Yes","2026-01-08 03:11:25.735226"
"QA034976","N039530","78.07",4,"Yes","2026-01-08 03:11:25.735226"
"QA034978","N038418","83.47",0,"Yes","2026-01-08 03:11:25.735226"
"QA034979","N021464","87.38",0,"Yes","2026-01-08 03:11:25.735226"
"QA034982","N013165","86.39",5,"Yes","2026-01-08 03:11:25.735226"
"QA034983","N045655","87.58",2,"Yes","2026-01-08 03:11:25.735226"
"QA034984","N008148","93.74",3,"Yes","2026-01-08 03:11:25.735226"
"QA034985","N025679","98.44",2,"Yes","2026-01-08 03:11:25.735226"
"QA034988","N048941","78.12",2,"Yes","2026-01-08 03:11:25.735226"
"QA034993","N008769","81.62",1,"Yes","2026-01-08 03:11:25.735226"
"QA034994","N023111","85.41",3,"Yes","2026-01-08 03:11:25.735226"
"QA034996","N036825","72.81",3,"Yes","2026-01-08 03:11:25.735226"
"QA034997","N021727","79.15",1,"Yes","2026-01-08 03:11:25.735226"
"QA034999","N035512","88.48",1,"Yes","2026-01-08 03:11:25.735226"
"QA035003","N025708","88.70",2,"No","2026-01-08 03:11:25.735226"
"QA035007","N030522","82.23",1,"Yes","2026-01-08 03:11:25.735226"
"QA035008","N031666","77.81",6,"Yes","2026-01-08 03:11:25.735226"
"QA035009","N021140","100.00",4,"Yes","2026-01-08 03:11:25.735226"
"QA035010","N046808","80.49",3,"Yes","2026-01-08 03:11:25.735226"
"QA035014","N048393","93.00",2,"Yes","2026-01-08 03:11:25.735226"
"QA035015","N036366","74.97",4,"Yes","2026-01-08 03:11:25.735226"
"QA035016","N017268","79.75",4,"Yes","2026-01-08 03:11:25.735226"
"QA035018","N006758","69.94",3,"Yes","2026-01-08 03:11:25.735226"
"QA035021","N003526","88.75",0,"Yes","2026-01-08 03:11:25.735226"
"QA035026","N004767","78.49",1,"Yes","2026-01-08 03:11:25.735226"
"QA035027","N023385","77.18",1,"Yes","2026-01-08 03:11:25.735226"
"QA035028","N001508","87.29",1,"Yes","2026-01-08 03:11:25.735226"
"QA035032","N027737","74.54",4,"Yes","2026-01-08 03:11:25.735226"
"QA035036","N024776","76.43",1,"Yes","2026-01-08 03:11:25.735226"
"QA035038","N021732","100.00",3,"Yes","2026-01-08 03:11:25.735226"
"QA035040","N032829","77.37",5,"Yes","2026-01-08 03:11:25.735226"
"QA035041","N009661","74.28",0,"Yes","2026-01-08 03:11:25.735226"
"QA035042","N044324","67.13",2,"Yes","2026-01-08 03:11:25.735226"
"QA035043","N048900","67.43",2,"Yes","2026-01-08 03:11:25.735226"
"QA035044","N022487","89.56",1,"Yes","2026-01-08 03:11:25.735226"
"QA035046","N029013","79.83",1,"Yes","2026-01-08 03:11:25.735226"
"QA035050","N048099","79.49",1,"Yes","2026-01-08 03:11:25.735226"
"QA035051","N014187","92.04",1,"Yes","2026-01-08 03:11:25.735226"
"QA035052","N027470","77.82",2,"Yes","2026-01-08 03:11:25.735226"
"QA035053","N003383","82.66",2,"Yes","2026-01-08 03:11:25.735226"
"QA035056","N038527","71.18",0,"Yes","2026-01-08 03:11:25.735226"
"QA035057","N039845","82.23",2,"No","2026-01-08 03:11:25.735226"
"QA035059","N034281","62.42",1,"Yes","2026-01-08 03:11:25.735226"
"QA035066","N049846","90.94",2,"Yes","2026-01-08 03:11:25.735226"
"QA035070","N016422","86.27",3,"No","2026-01-08 03:11:25.735226"
"QA035071","N024794","67.09",0,"Yes","2026-01-08 03:11:25.735226"
"QA035072","N039611","83.43",2,"No","2026-01-08 03:11:25.735226"
"QA035073","N043141","75.33",1,"Yes","2026-01-08 03:11:25.735226"
"QA035074","N043417","64.43",2,"Yes","2026-01-08 03:11:25.735226"
"QA035075","N033046","94.45",1,"No","2026-01-08 03:11:25.735226"
"QA035078","N028991","82.19",1,"No","2026-01-08 03:11:25.735226"
"QA035079","N005291","90.31",1,"Yes","2026-01-08 03:11:25.735226"
"QA035080","N043974","82.09",2,"Yes","2026-01-08 03:11:25.735226"
"QA035085","N007997","78.26",0,"Yes","2026-01-08 03:11:25.735226"
"QA035086","N041594","79.83",0,"Yes","2026-01-08 03:11:25.735226"
"QA035087","N006841","76.80",3,"Yes","2026-01-08 03:11:25.735226"
"QA035090","N036454","91.40",4,"Yes","2026-01-08 03:11:25.735226"
"QA035091","N026580","76.11",3,"Yes","2026-01-08 03:11:25.735226"
"QA035092","N025773","86.66",2,"Yes","2026-01-08 03:11:25.735226"
"QA035094","N025042","78.94",1,"No","2026-01-08 03:11:25.735226"
